,user_id,s,a,sp,r,movie_num
278,11603,13,13,6,-3.0,9
279,11603,13,14,6,-5.0,9
280,11603,6,1,14,0.0,10
281,11603,6,2,14,-3.0,10
282,11603,6,3,14,-3.0,10
283,11603,6,4,14,-3.0,10
284,11603,6,5,14,-3.0,10
285,11603,6,6,14,-5.0,10
286,11603,6,7,14,-2.0,10
287,11603,6,8,14,-3.0,10
288,11603,6,9,14,-1.0,10
289,11603,6,10,14,-5.0,10
290,11603,6,11,14,-3.0,10
291,11603,6,12,14,-3.0,10
292,11603,6,13,14,-3.0,10
293,11603,6,14,14,4.0,10
294,11603,14,1,13,-3.0,11
295,11603,14,2,13,-1.0,11
296,11603,14,3,13,-3.0,11
297,11603,14,4,13,-2.0,11
298,11603,14,5,13,-2.0,11
299,11603,14,6,13,-3.0,11
300,11603,14,7,13,-3.0,11
301,11603,14,8,13,-3.0,11
302,11603,14,9,13,-3.0,11
303,11603,14,10,13,-3.0,11
304,11603,14,11,13,-3.0,11
305,11603,14,12,13,-3.0,11
306,11603,14,13,13,3.0,11
307,11603,14,14,13,-3.0,11
308,12304,3,1,3,-3.0,1
309,12304,3,2,3,0.0,1
310,12304,3,3,3,5.0,1
311,12304,3,4,3,-2.0,1
312,12304,3,5,3,-3.0,1
313,12304,3,6,3,-3.0,1
314,12304,3,7,3,-3.0,1
315,12304,3,8,3,-3.0,1
316,12304,3,9,3,-5.0,1
317,12304,3,10,3,-2.0,1
318,12304,3,11,3,-3.0,1
319,12304,3,12,3,-2.0,1
320,12304,3,13,3,-3.0,1
321,12304,3,14,3,-3.0,1
322,12673,5,1,3,-3.0,1
323,12673,5,2,3,0.0,1
324,12673,5,3,3,4.0,1
325,12673,5,4,3,-2.0,1
326,12673,5,5,3,-3.0,1
327,12673,5,6,3,-3.0,1
328,12673,5,7,3,-3.0,1
329,12673,5,8,3,-3.0,1
330,12673,5,9,3,-5.0,1
331,12673,5,10,3,-2.0,1
332,12673,5,11,3,-3.0,1
333,12673,5,12,3,-2.0,1
334,12673,5,13,3,-3.0,1
335,12673,5,14,3,-3.0,1
336,12777,8,1,8,-3.0,1
337,12777,8,2,8,-3.0,1
338,12777,8,3,8,-3.0,1
339,12777,8,4,8,-3.0,1
340,12777,8,5,8,-3.0,1
341,12777,8,6,8,-3.0,1
342,12777,8,7,8,-3.0,1
343,12777,8,8,8,4.0,1
344,12777,8,9,8,-3.0,1
345,12777,8,10,8,-3.0,1
346,12777,8,11,8,-3.0,1
347,12777,8,12,8,-3.0,1
348,12777,8,13,8,-3.0,1
349,12777,8,14,8,-3.0,1
350,13431,12,1,10,-3.0,1
351,13431,12,2,10,-1.0,1
352,13431,12,3,10,-2.0,1
353,13431,12,4,10,-2.0,1
354,13431,12,5,10,-2.0,1
355,13431,12,6,10,-5.0,1
356,13431,12,7,10,-3.0,1
357,13431,12,8,10,-3.0,1
358,13431,12,9,10,-5.0,1
359,13431,12,10,10,4.0,1
360,13431,12,11,10,-2.0,1
361,13431,12,12,10,-3.0,1
362,13431,12,13,10,-3.0,1
363,13431,12,14,10,-5.0,1
364,13431,10,1,4,-3.0,2
365,13431,10,2,4,-3.0,2
366,13431,10,3,4,-2.0,2
367,13431,10,4,4,5.0,2
368,13431,10,5,4,-3.0,2
369,13431,10,6,4,-2.0,2
370,13431,10,7,4,-3.0,2
371,13431,10,8,4,-3.0,2
372,13431,10,9,4,-5.0,2
373,13431,10,10,4,-2.0,2
374,13431,10,11,4,-3.0,2
375,13431,10,12,4,-4.0,2
376,13431,10,13,4,-2.0,2
377,13431,10,14,4,-3.0,2
378,13431,4,1,4,-3.0,3
379,13431,4,2,4,-3.0,3
380,13431,4,3,4,-2.0,3
381,13431,4,4,4,5.0,3
382,13431,4,5,4,-3.0,3
383,13431,4,6,4,-2.0,3
384,13431,4,7,4,-3.0,3
385,13431,4,8,4,-3.0,3
386,13431,4,9,4,-5.0,3
387,13431,4,10,4,-2.0,3
388,13431,4,11,4,-3.0,3
389,13431,4,12,4,-4.0,3
390,13431,4,13,4,-2.0,3
391,13431,4,14,4,-3.0,3
392,13431,4,1,4,-3.0,4
393,13431,4,2,4,-3.0,4
394,13431,4,3,4,-2.0,4
395,13431,4,4,4,5.0,4
396,13431,4,5,4,-3.0,4
397,13431,4,6,4,-2.0,4
398,13431,4,7,4,-3.0,4
399,13431,4,8,4,-3.0,4
400,13431,4,9,4,-5.0,4
401,13431,4,10,4,-2.0,4
402,13431,4,11,4,-3.0,4
403,13431,4,12,4,-4.0,4
404,13431,4,13,4,-2.0,4
405,13431,4,14,4,-3.0,4
406,13431,4,1,4,-3.0,5
407,13431,4,2,4,-3.0,5
408,13431,4,3,4,-2.0,5
409,13431,4,4,4,3.0,5
410,13431,4,5,4,-3.0,5
411,13431,4,6,4,-2.0,5
412,13431,4,7,4,-3.0,5
413,13431,4,8,4,-3.0,5
414,13431,4,9,4,-5.0,5
415,13431,4,10,4,-2.0,5
416,13431,4,11,4,-3.0,5
417,13431,4,12,4,-4.0,5
418,13431,4,13,4,-2.0,5
419,13431,4,14,4,-3.0,5
420,13431,4,1,4,-3.0,6
421,13431,4,2,4,-3.0,6
422,13431,4,3,4,-2.0,6
423,13431,4,4,4,5.0,6
424,13431,4,5,4,-3.0,6
425,13431,4,6,4,-2.0,6
426,13431,4,7,4,-3.0,6
427,13431,4,8,4,-3.0,6
428,13431,4,9,4,-5.0,6
429,13431,4,10,4,-2.0,6
430,13431,4,11,4,-3.0,6
431,13431,4,12,4,-4.0,6
432,13431,4,13,4,-2.0,6
433,13431,4,14,4,-3.0,6
434,13431,4,1,7,-2.0,7
435,13431,4,2,7,-3.0,7
436,13431,4,3,7,-3.0,7
437,13431,4,4,7,-3.0,7
438,13431,4,5,7,-3.0,7
439,13431,4,6,7,-5.0,7
440,13431,4,7,7,4.0,7
441,13431,4,8,7,-3.0,7
442,13431,4,9,7,-2.0,7
443,13431,4,10,7,-3.0,7
444,13431,4,11,7,-2.0,7
445,13431,4,12,7,-3.0,7
446,13431,4,13,7,-3.0,7
447,13431,4,14,7,-2.0,7
448,13495,9,1,3,-3.0,1
449,13495,9,2,3,0.0,1
450,13495,9,3,3,3.0,1
451,13495,9,4,3,-2.0,1
452,13495,9,5,3,-3.0,1
453,13495,9,6,3,-3.0,1
454,13495,9,7,3,-3.0,1
455,13495,9,8,3,-3.0,1
456,13495,9,9,3,-5.0,1
457,13495,9,10,3,-2.0,1
458,13495,9,11,3,-3.0,1
459,13495,9,12,3,-2.0,1
460,13495,9,13,3,-3.0,1
461,13495,9,14,3,-3.0,1
462,17101,4,1,5,-3.0,1
463,17101,4,2,5,-2.0,1
464,17101,4,3,5,-3.0,1
465,17101,4,4,5,-3.0,1
466,17101,4,5,5,5.0,1
467,17101,4,6,5,-3.0,1
468,17101,4,7,5,-3.0,1
469,17101,4,8,5,-3.0,1
470,17101,4,9,5,-3.0,1
471,17101,4,10,5,-2.0,1
472,17101,4,11,5,-3.0,1
473,17101,4,12,5,-3.0,1
474,17101,4,13,5,-2.0,1
475,17101,4,14,5,-3.0,1
476,17101,5,1,7,-2.0,2
477,17101,5,2,7,-3.0,2
478,17101,5,3,7,-3.0,2
479,17101,5,4,7,-3.0,2
480,17101,5,5,7,-3.0,2
481,17101,5,6,7,-5.0,2
482,17101,5,7,7,4.0,2
483,17101,5,8,7,-3.0,2
484,17101,5,9,7,-2.0,2
485,17101,5,10,7,-3.0,2
486,17101,5,11,7,-2.0,2
487,17101,5,12,7,-3.0,2
488,17101,5,13,7,-3.0,2
489,17101,5,14,7,-2.0,2
490,17298,4,1,6,-5.0,1
491,17298,4,2,6,-5.0,1
492,17298,4,3,6,-3.0,1
493,17298,4,4,6,-2.0,1
494,17298,4,5,6,-3.0,1
495,17298,4,6,6,3.0,1
496,17298,4,7,6,-5.0,1
497,17298,4,8,6,-3.0,1
498,17298,4,9,6,-5.0,1
499,17298,4,10,6,-5.0,1
500,17298,4,11,6,-5.0,1
501,17298,4,12,6,-5.0,1
502,17298,4,13,6,-3.0,1
503,17298,4,14,6,-5.0,1
504,17298,6,1,12,-2.0,2
505,17298,6,2,12,-1.0,2
506,17298,6,3,12,-2.0,2
507,17298,6,4,12,-4.0,2
508,17298,6,5,12,-3.0,2
509,17298,6,6,12,-5.0,2
510,17298,6,7,12,-3.0,2
511,17298,6,8,12,-3.0,2
512,17298,6,9,12,-3.0,2
513,17298,6,10,12,-3.0,2
514,17298,6,11,12,-3.0,2
515,17298,6,12,12,4.0,2
516,17298,6,13,12,-3.0,2
517,17298,6,14,12,-3.0,2
518,17800,4,1,11,-3.0,1
519,17800,4,2,11,-2.0,1
520,17800,4,3,11,-3.0,1
521,17800,4,4,11,-3.0,1
522,17800,4,5,11,-3.0,1
523,17800,4,6,11,-5.0,1
524,17800,4,7,11,-2.0,1
525,17800,4,8,11,-3.0,1
526,17800,4,9,11,-5.0,1
527,17800,4,10,11,-2.0,1
528,17800,4,11,11,4.0,1
529,17800,4,12,11,-3.0,1
530,17800,4,13,11,-3.0,1
531,17800,4,14,11,-3.0,1
532,18964,13,1,1,5.0,1
533,18964,13,2,1,-2.0,1
534,18964,13,3,1,-3.0,1
535,18964,13,4,1,-3.0,1
536,18964,13,5,1,-3.0,1
537,18964,13,6,1,-5.0,1
538,18964,13,7,1,-2.0,1
539,18964,13,8,1,-3.0,1
540,18964,13,9,1,-2.0,1
541,18964,13,10,1,-3.0,1
542,18964,13,11,1,-3.0,1
543,18964,13,12,1,-2.0,1
544,18964,13,13,1,-3.0,1
545,18964,13,14,1,0.0,1
546,19362,7,1,7,-2.0,1
547,19362,7,2,7,-3.0,1
548,19362,7,3,7,-3.0,1
549,19362,7,4,7,-3.0,1
550,19362,7,5,7,-3.0,1
551,19362,7,6,7,-5.0,1
552,19362,7,7,7,3.0,1
553,19362,7,8,7,-3.0,1
554,19362,7,9,7,-2.0,1
555,19362,7,10,7,-3.0,1
556,19362,7,11,7,-2.0,1
557,19362,7,12,7,-3.0,1
558,19362,7,13,7,-3.0,1
559,19362,7,14,7,-2.0,1
560,19362,7,1,13,-3.0,2
561,19362,7,2,13,-1.0,2
562,19362,7,3,13,-3.0,2
563,19362,7,4,13,-2.0,2
564,19362,7,5,13,-2.0,2
565,19362,7,6,13,-3.0,2
566,19362,7,7,13,-3.0,2
567,19362,7,8,13,-3.0,2
568,19362,7,9,13,-3.0,2
569,19362,7,10,13,-3.0,2
570,19362,7,11,13,-3.0,2
571,19362,7,12,13,-3.0,2
572,19362,7,13,13,5.0,2
573,19362,7,14,13,-3.0,2
574,20115,5,1,14,0.0,1
575,20115,5,2,14,-3.0,1
576,20115,5,3,14,-3.0,1
577,20115,5,4,14,-3.0,1
578,20115,5,5,14,-3.0,1
579,20115,5,6,14,-5.0,1
580,20115,5,7,14,-2.0,1
581,20115,5,8,14,-3.0,1
582,20115,5,9,14,-1.0,1
583,20115,5,10,14,-5.0,1
584,20115,5,11,14,-3.0,1
585,20115,5,12,14,-3.0,1
586,20115,5,13,14,-3.0,1
587,20115,5,14,14,5.0,1
588,20115,14,1,14,0.0,2
589,20115,14,2,14,-3.0,2
590,20115,14,3,14,-3.0,2
591,20115,14,4,14,-3.0,2
592,20115,14,5,14,-3.0,2
593,20115,14,6,14,-5.0,2
594,20115,14,7,14,-2.0,2
595,20115,14,8,14,-3.0,2
596,20115,14,9,14,-1.0,2
597,20115,14,10,14,-5.0,2
598,20115,14,11,14,-3.0,2
599,20115,14,12,14,-3.0,2
600,20115,14,13,14,-3.0,2
601,20115,14,14,14,3.0,2
602,21002,14,1,5,-3.0,1
603,21002,14,2,5,-2.0,1
604,21002,14,3,5,-3.0,1
605,21002,14,4,5,-3.0,1
606,21002,14,5,5,2.0,1
607,21002,14,6,5,-3.0,1
608,21002,14,7,5,-3.0,1
609,21002,14,8,5,-3.0,1
610,21002,14,9,5,-3.0,1
611,21002,14,10,5,-2.0,1
612,21002,14,11,5,-3.0,1
613,21002,14,12,5,-3.0,1
614,21002,14,13,5,-2.0,1
615,21002,14,14,5,-3.0,1
616,21002,5,1,3,-3.0,2
617,21002,5,2,3,0.0,2
618,21002,5,3,3,2.0,2
619,21002,5,4,3,-2.0,2
620,21002,5,5,3,-3.0,2
621,21002,5,6,3,-3.0,2
622,21002,5,7,3,-3.0,2
623,21002,5,8,3,-3.0,2
624,21002,5,9,3,-5.0,2
625,21002,5,10,3,-2.0,2
626,21002,5,11,3,-3.0,2
627,21002,5,12,3,-2.0,2
628,21002,5,13,3,-3.0,2
629,21002,5,14,3,-3.0,2
630,21002,3,1,3,-3.0,3
631,21002,3,2,3,0.0,3
632,21002,3,3,3,4.0,3
633,21002,3,4,3,-2.0,3
634,21002,3,5,3,-3.0,3
635,21002,3,6,3,-3.0,3
636,21002,3,7,3,-3.0,3
637,21002,3,8,3,-3.0,3
638,21002,3,9,3,-5.0,3
639,21002,3,10,3,-2.0,3
640,21002,3,11,3,-3.0,3
641,21002,3,12,3,-2.0,3
642,21002,3,13,3,-3.0,3
643,21002,3,14,3,-3.0,3
644,21002,3,1,11,-3.0,4
645,21002,3,2,11,-2.0,4
646,21002,3,3,11,-3.0,4
647,21002,3,4,11,-3.0,4
648,21002,3,5,11,-3.0,4
649,21002,3,6,11,-5.0,4
650,21002,3,7,11,-2.0,4
651,21002,3,8,11,-3.0,4
652,21002,3,9,11,-5.0,4
653,21002,3,10,11,-2.0,4
654,21002,3,11,11,2.0,4
655,21002,3,12,11,-3.0,4
656,21002,3,13,11,-3.0,4
657,21002,3,14,11,-3.0,4
658,23803,4,1,7,-2.0,1
659,23803,4,2,7,-3.0,1
660,23803,4,3,7,-3.0,1
661,23803,4,4,7,-3.0,1
662,23803,4,5,7,-3.0,1
663,23803,4,6,7,-5.0,1
664,23803,4,7,7,3.0,1
665,23803,4,8,7,-3.0,1
666,23803,4,9,7,-2.0,1
667,23803,4,10,7,-3.0,1
668,23803,4,11,7,-2.0,1
669,23803,4,12,7,-3.0,1
670,23803,4,13,7,-3.0,1
671,23803,4,14,7,-2.0,1
672,23803,7,1,3,-3.0,2
673,23803,7,2,3,0.0,2
674,23803,7,3,3,4.0,2
675,23803,7,4,3,-2.0,2
676,23803,7,5,3,-3.0,2
677,23803,7,6,3,-3.0,2
678,23803,7,7,3,-3.0,2
679,23803,7,8,3,-3.0,2
680,23803,7,9,3,-5.0,2
681,23803,7,10,3,-2.0,2
682,23803,7,11,3,-3.0,2
683,23803,7,12,3,-2.0,2
684,23803,7,13,3,-3.0,2
685,23803,7,14,3,-3.0,2
686,23803,3,1,3,-3.0,3
687,23803,3,2,3,0.0,3
688,23803,3,3,3,3.0,3
689,23803,3,4,3,-2.0,3
690,23803,3,5,3,-3.0,3
691,23803,3,6,3,-3.0,3
692,23803,3,7,3,-3.0,3
693,23803,3,8,3,-3.0,3
694,23803,3,9,3,-5.0,3
695,23803,3,10,3,-2.0,3
696,23803,3,11,3,-3.0,3
697,23803,3,12,3,-2.0,3
698,23803,3,13,3,-3.0,3
699,23803,3,14,3,-3.0,3
700,23803,3,1,11,-3.0,4
701,23803,3,2,11,-2.0,4
702,23803,3,3,11,-3.0,4
703,23803,3,4,11,-3.0,4
704,23803,3,5,11,-3.0,4
705,23803,3,6,11,-5.0,4
706,23803,3,7,11,-2.0,4
707,23803,3,8,11,-3.0,4
708,23803,3,9,11,-5.0,4
709,23803,3,10,11,-2.0,4
710,23803,3,11,11,2.0,4
711,23803,3,12,11,-3.0,4
712,23803,3,13,11,-3.0,4
713,23803,3,14,11,-3.0,4
714,23803,11,1,6,-5.0,5
715,23803,11,2,6,-5.0,5
716,23803,11,3,6,-3.0,5
717,23803,11,4,6,-2.0,5
718,23803,11,5,6,-3.0,5
719,23803,11,6,6,5.0,5
720,23803,11,7,6,-5.0,5
721,23803,11,8,6,-3.0,5
722,23803,11,9,6,-5.0,5
723,23803,11,10,6,-5.0,5
724,23803,11,11,6,-5.0,5
725,23803,11,12,6,-5.0,5
726,23803,11,13,6,-3.0,5
727,23803,11,14,6,-5.0,5
728,23803,6,1,1,4.0,6
729,23803,6,2,1,-2.0,6
730,23803,6,3,1,-3.0,6
731,23803,6,4,1,-3.0,6
732,23803,6,5,1,-3.0,6
733,23803,6,6,1,-5.0,6
734,23803,6,7,1,-2.0,6
735,23803,6,8,1,-3.0,6
736,23803,6,9,1,-2.0,6
737,23803,6,10,1,-3.0,6
738,23803,6,11,1,-3.0,6
739,23803,6,12,1,-2.0,6
740,23803,6,13,1,-3.0,6
741,23803,6,14,1,0.0,6
742,23803,1,1,1,4.0,7
743,23803,1,2,1,-2.0,7
744,23803,1,3,1,-3.0,7
745,23803,1,4,1,-3.0,7
746,23803,1,5,1,-3.0,7
747,23803,1,6,1,-5.0,7
748,23803,1,7,1,-2.0,7
749,23803,1,8,1,-3.0,7
750,23803,1,9,1,-2.0,7
751,23803,1,10,1,-3.0,7
752,23803,1,11,1,-3.0,7
753,23803,1,12,1,-2.0,7
754,23803,1,13,1,-3.0,7
755,23803,1,14,1,0.0,7
756,23803,1,1,7,-2.0,8
757,23803,1,2,7,-3.0,8
758,23803,1,3,7,-3.0,8
759,23803,1,4,7,-3.0,8
760,23803,1,5,7,-3.0,8
761,23803,1,6,7,-5.0,8
762,23803,1,7,7,4.0,8
763,23803,1,8,7,-3.0,8
764,23803,1,9,7,-2.0,8
765,23803,1,10,7,-3.0,8
766,23803,1,11,7,-2.0,8
767,23803,1,12,7,-3.0,8
768,23803,1,13,7,-3.0,8
769,23803,1,14,7,-2.0,8
770,23803,7,1,14,0.0,9
771,23803,7,2,14,-3.0,9
772,23803,7,3,14,-3.0,9
773,23803,7,4,14,-3.0,9
774,23803,7,5,14,-3.0,9
775,23803,7,6,14,-5.0,9
776,23803,7,7,14,-2.0,9
777,23803,7,8,14,-3.0,9
778,23803,7,9,14,-1.0,9
779,23803,7,10,14,-5.0,9
