,user_id,s,a,sp,r,movie_num
278,11603,9,13,13,4.0,4
279,11603,9,14,13,-3.0,4
280,11603,13,1,3,-3.0,5
281,11603,13,2,3,0.0,5
282,11603,13,3,3,4.0,5
283,11603,13,4,3,-2.0,5
284,11603,13,5,3,-3.0,5
285,11603,13,6,3,-3.0,5
286,11603,13,7,3,-3.0,5
287,11603,13,8,3,-3.0,5
288,11603,13,9,3,-5.0,5
289,11603,13,10,3,-2.0,5
290,11603,13,11,3,-3.0,5
291,11603,13,12,3,-2.0,5
292,11603,13,13,3,-3.0,5
293,11603,13,14,3,-3.0,5
294,11603,3,1,13,-3.0,6
295,11603,3,2,13,-1.0,6
296,11603,3,3,13,-3.0,6
297,11603,3,4,13,-2.0,6
298,11603,3,5,13,-2.0,6
299,11603,3,6,13,-3.0,6
300,11603,3,7,13,-3.0,6
301,11603,3,8,13,-3.0,6
302,11603,3,9,13,-3.0,6
303,11603,3,10,13,-3.0,6
304,11603,3,11,13,-3.0,6
305,11603,3,12,13,-3.0,6
306,11603,3,13,13,3.0,6
307,11603,3,14,13,-3.0,6
308,11603,13,1,13,-3.0,7
309,11603,13,2,13,-1.0,7
310,11603,13,3,13,-3.0,7
311,11603,13,4,13,-2.0,7
312,11603,13,5,13,-2.0,7
313,11603,13,6,13,-3.0,7
314,11603,13,7,13,-3.0,7
315,11603,13,8,13,-3.0,7
316,11603,13,9,13,-3.0,7
317,11603,13,10,13,-3.0,7
318,11603,13,11,13,-3.0,7
319,11603,13,12,13,-3.0,7
320,11603,13,13,13,5.0,7
321,11603,13,14,13,-3.0,7
322,11603,13,1,13,-3.0,8
323,11603,13,2,13,-1.0,8
324,11603,13,3,13,-3.0,8
325,11603,13,4,13,-2.0,8
326,11603,13,5,13,-2.0,8
327,11603,13,6,13,-3.0,8
328,11603,13,7,13,-3.0,8
329,11603,13,8,13,-3.0,8
330,11603,13,9,13,-3.0,8
331,11603,13,10,13,-3.0,8
332,11603,13,11,13,-3.0,8
333,11603,13,12,13,-3.0,8
334,11603,13,13,13,5.0,8
335,11603,13,14,13,-3.0,8
336,11603,13,1,6,-5.0,9
337,11603,13,2,6,-5.0,9
338,11603,13,3,6,-3.0,9
339,11603,13,4,6,-2.0,9
340,11603,13,5,6,-3.0,9
341,11603,13,6,6,4.0,9
342,11603,13,7,6,-5.0,9
343,11603,13,8,6,-3.0,9
344,11603,13,9,6,-5.0,9
345,11603,13,10,6,-5.0,9
346,11603,13,11,6,-5.0,9
347,11603,13,12,6,-5.0,9
348,11603,13,13,6,-3.0,9
349,11603,13,14,6,-5.0,9
350,11603,6,1,14,0.0,10
351,11603,6,2,14,-3.0,10
352,11603,6,3,14,-3.0,10
353,11603,6,4,14,-3.0,10
354,11603,6,5,14,-3.0,10
355,11603,6,6,14,-5.0,10
356,11603,6,7,14,-2.0,10
357,11603,6,8,14,-3.0,10
358,11603,6,9,14,-1.0,10
359,11603,6,10,14,-5.0,10
360,11603,6,11,14,-3.0,10
361,11603,6,12,14,-3.0,10
362,11603,6,13,14,-3.0,10
363,11603,6,14,14,4.0,10
364,11603,14,1,13,-3.0,11
365,11603,14,2,13,-1.0,11
366,11603,14,3,13,-3.0,11
367,11603,14,4,13,-2.0,11
368,11603,14,5,13,-2.0,11
369,11603,14,6,13,-3.0,11
370,11603,14,7,13,-3.0,11
371,11603,14,8,13,-3.0,11
372,11603,14,9,13,-3.0,11
373,11603,14,10,13,-3.0,11
374,11603,14,11,13,-3.0,11
375,11603,14,12,13,-3.0,11
376,11603,14,13,13,3.0,11
377,11603,14,14,13,-3.0,11
378,12304,3,1,3,-3.0,1
379,12304,3,2,3,0.0,1
380,12304,3,3,3,5.0,1
381,12304,3,4,3,-2.0,1
382,12304,3,5,3,-3.0,1
383,12304,3,6,3,-3.0,1
384,12304,3,7,3,-3.0,1
385,12304,3,8,3,-3.0,1
386,12304,3,9,3,-5.0,1
387,12304,3,10,3,-2.0,1
388,12304,3,11,3,-3.0,1
389,12304,3,12,3,-2.0,1
390,12304,3,13,3,-3.0,1
391,12304,3,14,3,-3.0,1
392,12673,5,1,3,-3.0,1
393,12673,5,2,3,0.0,1
394,12673,5,3,3,4.0,1
395,12673,5,4,3,-2.0,1
396,12673,5,5,3,-3.0,1
397,12673,5,6,3,-3.0,1
398,12673,5,7,3,-3.0,1
399,12673,5,8,3,-3.0,1
400,12673,5,9,3,-5.0,1
401,12673,5,10,3,-2.0,1
402,12673,5,11,3,-3.0,1
403,12673,5,12,3,-2.0,1
404,12673,5,13,3,-3.0,1
405,12673,5,14,3,-3.0,1
406,12777,8,1,8,-3.0,1
407,12777,8,2,8,-3.0,1
408,12777,8,3,8,-3.0,1
409,12777,8,4,8,-3.0,1
410,12777,8,5,8,-3.0,1
411,12777,8,6,8,-3.0,1
412,12777,8,7,8,-3.0,1
413,12777,8,8,8,4.0,1
414,12777,8,9,8,-3.0,1
415,12777,8,10,8,-3.0,1
416,12777,8,11,8,-3.0,1
417,12777,8,12,8,-3.0,1
418,12777,8,13,8,-3.0,1
419,12777,8,14,8,-3.0,1
420,13431,12,1,10,-3.0,1
421,13431,12,2,10,-1.0,1
422,13431,12,3,10,-2.0,1
423,13431,12,4,10,-2.0,1
424,13431,12,5,10,-2.0,1
425,13431,12,6,10,-5.0,1
426,13431,12,7,10,-3.0,1
427,13431,12,8,10,-3.0,1
428,13431,12,9,10,-5.0,1
429,13431,12,10,10,4.0,1
430,13431,12,11,10,-2.0,1
431,13431,12,12,10,-3.0,1
432,13431,12,13,10,-3.0,1
433,13431,12,14,10,-5.0,1
434,13431,10,1,4,-3.0,2
435,13431,10,2,4,-3.0,2
436,13431,10,3,4,-2.0,2
437,13431,10,4,4,5.0,2
438,13431,10,5,4,-3.0,2
439,13431,10,6,4,-2.0,2
440,13431,10,7,4,-3.0,2
441,13431,10,8,4,-3.0,2
442,13431,10,9,4,-5.0,2
443,13431,10,10,4,-2.0,2
444,13431,10,11,4,-3.0,2
445,13431,10,12,4,-4.0,2
446,13431,10,13,4,-2.0,2
447,13431,10,14,4,-3.0,2
448,13431,4,1,4,-3.0,3
449,13431,4,2,4,-3.0,3
450,13431,4,3,4,-2.0,3
451,13431,4,4,4,5.0,3
452,13431,4,5,4,-3.0,3
453,13431,4,6,4,-2.0,3
454,13431,4,7,4,-3.0,3
455,13431,4,8,4,-3.0,3
456,13431,4,9,4,-5.0,3
457,13431,4,10,4,-2.0,3
458,13431,4,11,4,-3.0,3
459,13431,4,12,4,-4.0,3
460,13431,4,13,4,-2.0,3
461,13431,4,14,4,-3.0,3
462,13431,4,1,4,-3.0,4
463,13431,4,2,4,-3.0,4
464,13431,4,3,4,-2.0,4
465,13431,4,4,4,5.0,4
466,13431,4,5,4,-3.0,4
467,13431,4,6,4,-2.0,4
468,13431,4,7,4,-3.0,4
469,13431,4,8,4,-3.0,4
470,13431,4,9,4,-5.0,4
471,13431,4,10,4,-2.0,4
472,13431,4,11,4,-3.0,4
473,13431,4,12,4,-4.0,4
474,13431,4,13,4,-2.0,4
475,13431,4,14,4,-3.0,4
476,13431,4,1,4,-3.0,5
477,13431,4,2,4,-3.0,5
478,13431,4,3,4,-2.0,5
479,13431,4,4,4,3.0,5
480,13431,4,5,4,-3.0,5
481,13431,4,6,4,-2.0,5
482,13431,4,7,4,-3.0,5
483,13431,4,8,4,-3.0,5
484,13431,4,9,4,-5.0,5
485,13431,4,10,4,-2.0,5
486,13431,4,11,4,-3.0,5
487,13431,4,12,4,-4.0,5
488,13431,4,13,4,-2.0,5
489,13431,4,14,4,-3.0,5
490,13431,4,1,4,-3.0,6
491,13431,4,2,4,-3.0,6
492,13431,4,3,4,-2.0,6
493,13431,4,4,4,5.0,6
494,13431,4,5,4,-3.0,6
495,13431,4,6,4,-2.0,6
496,13431,4,7,4,-3.0,6
497,13431,4,8,4,-3.0,6
498,13431,4,9,4,-5.0,6
499,13431,4,10,4,-2.0,6
500,13431,4,11,4,-3.0,6
501,13431,4,12,4,-4.0,6
502,13431,4,13,4,-2.0,6
503,13431,4,14,4,-3.0,6
504,13431,4,1,7,-2.0,7
505,13431,4,2,7,-3.0,7
506,13431,4,3,7,-3.0,7
507,13431,4,4,7,-3.0,7
508,13431,4,5,7,-3.0,7
509,13431,4,6,7,-5.0,7
510,13431,4,7,7,4.0,7
511,13431,4,8,7,-3.0,7
512,13431,4,9,7,-2.0,7
513,13431,4,10,7,-3.0,7
514,13431,4,11,7,-2.0,7
515,13431,4,12,7,-3.0,7
516,13431,4,13,7,-3.0,7
517,13431,4,14,7,-2.0,7
518,13495,9,1,3,-3.0,1
519,13495,9,2,3,0.0,1
520,13495,9,3,3,3.0,1
521,13495,9,4,3,-2.0,1
522,13495,9,5,3,-3.0,1
523,13495,9,6,3,-3.0,1
524,13495,9,7,3,-3.0,1
525,13495,9,8,3,-3.0,1
526,13495,9,9,3,-5.0,1
527,13495,9,10,3,-2.0,1
528,13495,9,11,3,-3.0,1
529,13495,9,12,3,-2.0,1
530,13495,9,13,3,-3.0,1
531,13495,9,14,3,-3.0,1
532,17101,4,1,5,-3.0,1
533,17101,4,2,5,-2.0,1
534,17101,4,3,5,-3.0,1
535,17101,4,4,5,-3.0,1
536,17101,4,5,5,5.0,1
537,17101,4,6,5,-3.0,1
538,17101,4,7,5,-3.0,1
539,17101,4,8,5,-3.0,1
540,17101,4,9,5,-3.0,1
541,17101,4,10,5,-2.0,1
542,17101,4,11,5,-3.0,1
543,17101,4,12,5,-3.0,1
544,17101,4,13,5,-2.0,1
545,17101,4,14,5,-3.0,1
546,17101,5,1,7,-2.0,2
547,17101,5,2,7,-3.0,2
548,17101,5,3,7,-3.0,2
549,17101,5,4,7,-3.0,2
550,17101,5,5,7,-3.0,2
551,17101,5,6,7,-5.0,2
552,17101,5,7,7,4.0,2
553,17101,5,8,7,-3.0,2
554,17101,5,9,7,-2.0,2
555,17101,5,10,7,-3.0,2
556,17101,5,11,7,-2.0,2
557,17101,5,12,7,-3.0,2
558,17101,5,13,7,-3.0,2
559,17101,5,14,7,-2.0,2
560,17298,4,1,6,-5.0,1
561,17298,4,2,6,-5.0,1
562,17298,4,3,6,-3.0,1
563,17298,4,4,6,-2.0,1
564,17298,4,5,6,-3.0,1
565,17298,4,6,6,3.0,1
566,17298,4,7,6,-5.0,1
567,17298,4,8,6,-3.0,1
568,17298,4,9,6,-5.0,1
569,17298,4,10,6,-5.0,1
570,17298,4,11,6,-5.0,1
571,17298,4,12,6,-5.0,1
572,17298,4,13,6,-3.0,1
573,17298,4,14,6,-5.0,1
574,17298,6,1,12,-2.0,2
575,17298,6,2,12,-1.0,2
576,17298,6,3,12,-2.0,2
577,17298,6,4,12,-4.0,2
578,17298,6,5,12,-3.0,2
579,17298,6,6,12,-5.0,2
580,17298,6,7,12,-3.0,2
581,17298,6,8,12,-3.0,2
582,17298,6,9,12,-3.0,2
583,17298,6,10,12,-3.0,2
584,17298,6,11,12,-3.0,2
585,17298,6,12,12,4.0,2
586,17298,6,13,12,-3.0,2
587,17298,6,14,12,-3.0,2
588,17800,4,1,11,-3.0,1
589,17800,4,2,11,-2.0,1
590,17800,4,3,11,-3.0,1
591,17800,4,4,11,-3.0,1
592,17800,4,5,11,-3.0,1
593,17800,4,6,11,-5.0,1
594,17800,4,7,11,-2.0,1
595,17800,4,8,11,-3.0,1
596,17800,4,9,11,-5.0,1
597,17800,4,10,11,-2.0,1
598,17800,4,11,11,4.0,1
599,17800,4,12,11,-3.0,1
600,17800,4,13,11,-3.0,1
601,17800,4,14,11,-3.0,1
602,18212,1,1,11,-3.0,1
603,18212,1,2,11,-2.0,1
604,18212,1,3,11,-3.0,1
605,18212,1,4,11,-3.0,1
606,18212,1,5,11,-3.0,1
607,18212,1,6,11,-5.0,1
608,18212,1,7,11,-2.0,1
609,18212,1,8,11,-3.0,1
610,18212,1,9,11,-5.0,1
611,18212,1,10,11,-2.0,1
612,18212,1,11,11,3.0,1
613,18212,1,12,11,-3.0,1
614,18212,1,13,11,-3.0,1
615,18212,1,14,11,-3.0,1
616,18826,7,1,5,-3.0,1
617,18826,7,2,5,-2.0,1
618,18826,7,3,5,-3.0,1
619,18826,7,4,5,-3.0,1
620,18826,7,5,5,1.0,1
621,18826,7,6,5,-3.0,1
622,18826,7,7,5,-3.0,1
623,18826,7,8,5,-3.0,1
624,18826,7,9,5,-3.0,1
625,18826,7,10,5,-2.0,1
626,18826,7,11,5,-3.0,1
627,18826,7,12,5,-3.0,1
628,18826,7,13,5,-2.0,1
629,18826,7,14,5,-3.0,1
630,18964,13,1,1,5.0,1
631,18964,13,2,1,-2.0,1
632,18964,13,3,1,-3.0,1
633,18964,13,4,1,-3.0,1
634,18964,13,5,1,-3.0,1
635,18964,13,6,1,-5.0,1
636,18964,13,7,1,-2.0,1
637,18964,13,8,1,-3.0,1
638,18964,13,9,1,-2.0,1
639,18964,13,10,1,-3.0,1
640,18964,13,11,1,-3.0,1
641,18964,13,12,1,-2.0,1
642,18964,13,13,1,-3.0,1
643,18964,13,14,1,0.0,1
644,19362,7,1,7,-2.0,1
645,19362,7,2,7,-3.0,1
646,19362,7,3,7,-3.0,1
647,19362,7,4,7,-3.0,1
648,19362,7,5,7,-3.0,1
649,19362,7,6,7,-5.0,1
650,19362,7,7,7,3.0,1
651,19362,7,8,7,-3.0,1
652,19362,7,9,7,-2.0,1
653,19362,7,10,7,-3.0,1
654,19362,7,11,7,-2.0,1
655,19362,7,12,7,-3.0,1
656,19362,7,13,7,-3.0,1
657,19362,7,14,7,-2.0,1
658,19362,7,1,13,-3.0,2
659,19362,7,2,13,-1.0,2
660,19362,7,3,13,-3.0,2
661,19362,7,4,13,-2.0,2
662,19362,7,5,13,-2.0,2
663,19362,7,6,13,-3.0,2
664,19362,7,7,13,-3.0,2
665,19362,7,8,13,-3.0,2
666,19362,7,9,13,-3.0,2
667,19362,7,10,13,-3.0,2
668,19362,7,11,13,-3.0,2
669,19362,7,12,13,-3.0,2
670,19362,7,13,13,5.0,2
671,19362,7,14,13,-3.0,2
672,20115,5,1,14,0.0,1
673,20115,5,2,14,-3.0,1
674,20115,5,3,14,-3.0,1
675,20115,5,4,14,-3.0,1
676,20115,5,5,14,-3.0,1
677,20115,5,6,14,-5.0,1
678,20115,5,7,14,-2.0,1
679,20115,5,8,14,-3.0,1
680,20115,5,9,14,-1.0,1
681,20115,5,10,14,-5.0,1
682,20115,5,11,14,-3.0,1
683,20115,5,12,14,-3.0,1
684,20115,5,13,14,-3.0,1
685,20115,5,14,14,5.0,1
686,20115,14,1,14,0.0,2
687,20115,14,2,14,-3.0,2
688,20115,14,3,14,-3.0,2
689,20115,14,4,14,-3.0,2
690,20115,14,5,14,-3.0,2
691,20115,14,6,14,-5.0,2
692,20115,14,7,14,-2.0,2
693,20115,14,8,14,-3.0,2
694,20115,14,9,14,-1.0,2
695,20115,14,10,14,-5.0,2
696,20115,14,11,14,-3.0,2
697,20115,14,12,14,-3.0,2
698,20115,14,13,14,-3.0,2
699,20115,14,14,14,3.0,2
700,21002,14,1,5,-3.0,1
701,21002,14,2,5,-2.0,1
702,21002,14,3,5,-3.0,1
703,21002,14,4,5,-3.0,1
704,21002,14,5,5,2.0,1
705,21002,14,6,5,-3.0,1
706,21002,14,7,5,-3.0,1
707,21002,14,8,5,-3.0,1
708,21002,14,9,5,-3.0,1
709,21002,14,10,5,-2.0,1
710,21002,14,11,5,-3.0,1
711,21002,14,12,5,-3.0,1
712,21002,14,13,5,-2.0,1
713,21002,14,14,5,-3.0,1
714,21002,5,1,3,-3.0,2
715,21002,5,2,3,0.0,2
716,21002,5,3,3,2.0,2
717,21002,5,4,3,-2.0,2
718,21002,5,5,3,-3.0,2
719,21002,5,6,3,-3.0,2
720,21002,5,7,3,-3.0,2
721,21002,5,8,3,-3.0,2
722,21002,5,9,3,-5.0,2
723,21002,5,10,3,-2.0,2
724,21002,5,11,3,-3.0,2
725,21002,5,12,3,-2.0,2
726,21002,5,13,3,-3.0,2
727,21002,5,14,3,-3.0,2
728,21002,3,1,3,-3.0,3
729,21002,3,2,3,0.0,3
730,21002,3,3,3,4.0,3
731,21002,3,4,3,-2.0,3
732,21002,3,5,3,-3.0,3
733,21002,3,6,3,-3.0,3
734,21002,3,7,3,-3.0,3
735,21002,3,8,3,-3.0,3
736,21002,3,9,3,-5.0,3
737,21002,3,10,3,-2.0,3
738,21002,3,11,3,-3.0,3
739,21002,3,12,3,-2.0,3
740,21002,3,13,3,-3.0,3
741,21002,3,14,3,-3.0,3
742,21002,3,1,11,-3.0,4
743,21002,3,2,11,-2.0,4
744,21002,3,3,11,-3.0,4
745,21002,3,4,11,-3.0,4
746,21002,3,5,11,-3.0,4
747,21002,3,6,11,-5.0,4
748,21002,3,7,11,-2.0,4
749,21002,3,8,11,-3.0,4
750,21002,3,9,11,-5.0,4
751,21002,3,10,11,-2.0,4
752,21002,3,11,11,2.0,4
753,21002,3,12,11,-3.0,4
754,21002,3,13,11,-3.0,4
755,21002,3,14,11,-3.0,4
756,23803,4,1,7,-2.0,1
757,23803,4,2,7,-3.0,1
758,23803,4,3,7,-3.0,1
759,23803,4,4,7,-3.0,1
760,23803,4,5,7,-3.0,1
761,23803,4,6,7,-5.0,1
762,23803,4,7,7,3.0,1
763,23803,4,8,7,-3.0,1
764,23803,4,9,7,-2.0,1
765,23803,4,10,7,-3.0,1
766,23803,4,11,7,-2.0,1
767,23803,4,12,7,-3.0,1
768,23803,4,13,7,-3.0,1
769,23803,4,14,7,-2.0,1
770,23803,7,1,3,-3.0,2
771,23803,7,2,3,0.0,2
772,23803,7,3,3,4.0,2
773,23803,7,4,3,-2.0,2
774,23803,7,5,3,-3.0,2
775,23803,7,6,3,-3.0,2
776,23803,7,7,3,-3.0,2
777,23803,7,8,3,-3.0,2
778,23803,7,9,3,-5.0,2
779,23803,7,10,3,-2.0,2
